Ranking,Finish Time,Joggler,Gender,Nationality,Date,Event / Venue,Notes / Result Links
27,0:01:12.30,"Jared Janssen, Ely Doan, Kylen McClintock, Mike Moore",M,Unknown,02/08/2014,"IJA, West Lafayette",IJA Database
27,0:01:12.30,"Andrew Swan, Jean Guy Beaudry, Anders Kierulf, Jack Hirschowitz",M,Unknown,14/07/2009,"IJA, Winston-Salem",https://dev.juggle.org/history/champs/champs2009.php
29,0:01:13.00,"Peter Prokap, Neelraj Arjune, Jacob Biesiada, Mark Fiore",M,Unknown,21/07/2012,"IJA, Winston-Salem",IJA Database
30,0:01:13.50,"Graham Rowe, Dave Kadlec, Conor Hussey, Daniel Burke",M,Unknown,20/07/2011,"IJA, Rochester",IJA Database
31,0:01:14.00,"Christopher Haaser, Nick Thomas, Sam Karschnia, Mark Fiore",M,Unknown,20/07/2013,"IJA, Bowling Green",IJA Database
32,0:01:14.06,"Sam Hartford, Nicolas Souren, Jamie Whoolery",M,Unknown,28/07/2001,"IJA, Wisconsin",https://dev.juggle.org/history/champs/champs2001.php
33,0:01:14.50,"Chris Dokler, Joe Straitiff, Chuck Ritzler, Dylan Waickman",M,Unknown,21/07/2012,"IJA, Winston-Salem",IJA Database
34,0:01:14.66,"Tom McClintock, Neil Jordan, Lee Gifford, Paul Arneberg",M,Unknown,14/07/2009,"IJA, Winston-Salem",https://dev.juggle.org/history/champs/champs2009.php
35,0:01:15.20,"Eric Reinhart, Derek Hahn, Erick Mori-Quimper, Ryan Gerrity",M,Unknown,20/07/2013,"IJA, Bowling Green",IJA Database
36,0:01:15.40,"B. Gadomski, Pavlak, Bacchus, Gabe Jakubisin",M,Unknown,13/07/2004,"IJA, Buffalo",https://dev.juggle.org/history/champs/champs2004.php
37,0:01:15.50,"Anthony Zeszut, David Pavlove Cunsolo, Martin Hiti, Bennett Santora",M,Unknown,24/07/2018,"IJA, Springfield",IJA Database
38,0:01:15.75,"Nathan Vehse, Ron Zeszut, Tim Mauk, Jeremy Stanley",M,Unknown,17/07/2007,"IJA, Winston-Salem",https://dev.juggle.org/history/champs/champs2007.php
39,0:01:16.00,"Anders Kierulf, Jack Hirschowitz, Danny Tomaro",M,Unknown,15/07/2008,"IJA, Kentucky",https://dev.juggle.org/history/champs/champs2008.php
40,0:01:16.40,"Daniel Rose, Spicola, Bade, Colin Revere",M,Unknown,15/07/2008,"IJA, Kentucky",https://dev.juggle.org/history/champs/champs2008.php
41,0:01:17.00,"Mike Monson, Andrew Swan, Danny Tomaro, Jack Hirschowitz",M,Unknown,19/07/2005,"IJA, Davenport, Iowa",https://dev.juggle.org/history/champs/champs2005.php
42,0:01:17.50,"Danny Rose, Alex Koren, Andrew Ruiz, Colin Revere",M,Unknown,20/07/2011,"IJA, Rochester",IJA Database
43,0:01:18.20,"Anders Kierulf, Gil Pontius, Jack Hirschowitz, Andrew Swan",M,Unknown,13/07/2004,"IJA, Buffalo",https://dev.juggle.org/history/champs/champs2004.php
44,0:01:18.70,"Anthony Zeszut, Gerry Daher, Nick Pisanelli, Martin Hiti",M,Unknown,15/07/2017,"IJA, Cedar Rapids",IJA Database
45,0:01:18.90,"Chris Laco, Geoff Kennard, Zach Waickman, Bacchus",M,Unknown,17/07/2002,"IJA, Reading, Pennsylvania",https://dev.juggle.org/history/champs/champs2002.php
46,0:01:19.00,"Caleb Black, Rain Pierce, Mark Fiore, Sterling Franklin",M,Unknown,22/07/2023,"IJA, Southbend",IJA Database
47,0:01:19.50,"Jared Ashton, Isaac Cantor, Elyse Roepe, Matt Feldman",M,Unknown,24/07/2018,"IJA, Springfield",IJA Database
48,0:01:19.60,"Jack Hirschowitz, Neil Jordaan, Anders Kierulf, Tom McClintock",M,Unknown,02/08/2014,"IJA, West Lafayette",IJA Database
49,0:01:19.70,"Peter Holmquist, Patrick Russell, Bennett Santora, Mike Moore",M,Unknown,25/07/2015,"IJA, Quebec",IJA Database
50,0:01:19.80,"Tony Malikowski, Jack Hirschowitz, Barry Goldmeier, Len Ferman",M,Unknown,24/07/2018,"IJA, Springfield",IJA Database
50,0:01:19.80,"Andrew Hodge, Conor Hussey, Justin Kolas, Kylen McClintock",M,Unknown,20/07/2010,"IJA, Nevada",https://dev.juggle.org/history/champs/champs2010.php
52,0:01:20.50,"Eric Blaha, Joe Otonichar, Vytas Vaitkus, Zach Waickman",M,Unknown,28/07/2001,"IJA, Wisconsin",https://dev.juggle.org/history/champs/champs2001.php
53,0:01:22.00,"Tom McClintock, Jack Hirschowitz, Andy Swan, Anders Kierulf",M,Unknown,17/07/2007,"IJA, Winston-Salem",https://dev.juggle.org/history/champs/champs2007.php
54,0:01:22.20,"Ryan Gerrity, Kyle Hahn, Bryan Nguyen, Eric Reinhart",M,Unknown,25/07/2015,"IJA, Quebec",IJA Database
54,0:01:22.20,"Jack Hirschowitz, Andrew Swan, Marlin Ballard, Paul Ballard",M,Unknown,17/07/2002,"IJA, Reading, Pennsylvania",https://dev.juggle.org/history/champs/champs2002.php
56,0:01:23.00,"Peter Hedberg, Jack Hirschowitz, Jean-Guy Beaudry, Gabrielle Foran",M,Unknown,25/07/2015,"IJA, Quebec",IJA Database
57,0:01:24.80,"Samuel Karschnia, Steven Karschnia, Daniel Van Hoomissen, Nick Deboom",M,Unknown,02/08/2014,"IJA, West Lafayette",IJA Database
58,0:01:25.00,"Tom McClintock, Joey Newsome, Trey Newsome, Chris Essick",M,Unknown,19/07/2005,"IJA, Davenport, Iowa",https://dev.juggle.org/history/champs/champs2005.php
58,0:01:25.00,"Andrew Swan, Mike Monson, Tom McClintock, Anthony",M,Unknown,15/07/2008,"IJA, Kentucky",https://dev.juggle.org/history/champs/champs2008.php
58,0:01:25.00,"Nicolas Souren, Cooper Williams, Len Ferman, Susan Hubbard",M,Unknown,02/08/2014,"IJA, West Lafayette",IJA Database
61,0:01:25.40,"Carter Randall, Isaac Cantor, David Pavlove Cunsolo, Bennett Santora",M,Unknown,15/07/2017,"IJA, Cedar Rapids",IJA Database
62,0:01:26.09,"Broderick King, Scott Schultz, Colin Revere, Ricky Harr",M,Unknown,17/07/2007,"IJA, Winston-Salem",https://dev.juggle.org/history/champs/champs2007.php
63,0:01:26.22,"Len Ferman, Christoph Mitasch, Kylen McClintock, Andrew Ruiz",M,Unknown,17/07/2007,"IJA, Winston-Salem",https://dev.juggle.org/history/champs/champs2007.php
64,0:01:26.31,"David Cruz, Pete Finger, Darrin Marriott, Glen Ritter",M,Unknown,28/07/2001,"IJA, Wisconsin",https://dev.juggle.org/history/champs/champs2001.php
65,0:01:26.40,"Chris Dokler, Evan Peter, Kevin GIblin, Jon Bozak",M,Unknown,20/07/2010,"IJA, Nevada",https://dev.juggle.org/history/champs/champs2010.php
66,0:01:26.60,"John Kilgust, Tom McClintock, Jack Hirschowitz, Anders Kierulf",M,Unknown,20/07/2011,"IJA, Rochester",IJA Database
67,0:01:27.20,"Anders Kierfulf, Andy Swan, Jack Hirshowitz, Tom McClintock",M,Unknown,20/07/2010,"IJA, Nevada",https://dev.juggle.org/history/champs/champs2010.php
68,0:01:27.40,"Brendan Cogan, Jake Biesiada, Greg Meehan, Scott Geyman",M,Unknown,20/07/2010,"IJA, Nevada",https://dev.juggle.org/history/champs/champs2010.php
69,0:01:28.20,"Bennett Santora, Matt Bagley, Adam Eckman, Anthony Zeszut",M,Unknown,30/07/2016,"IJA, El Paso, Texas",IJA Database
70,0:01:30.00,"Justice Seifert, Chris Van Hoomissen, Steve Upmeyer, Nathan Wakefield",M,Unknown,20/07/2013,"IJA, Bowling Green",IJA Database
71,0:01:30.13,"Tim Baird, Jerry Battenfield, Jack Hirschowitz, Andrew Swan",M,Unknown,28/07/2001,"IJA, Wisconsin",https://dev.juggle.org/history/champs/champs2001.php
72,0:01:31.53,"Jonny Langholz, Ben Hestness, Kyler McClintock, Silas Wallen-Friedman",M,Unknown,19/07/2005,"IJA, Davenport, Iowa",https://dev.juggle.org/history/champs/champs2005.php
73,0:01:34.00,"Patrick Russell, Jared Ashton, Peter Holmquist, Kyle Albrecht",M,Unknown,15/07/2017,"IJA, Cedar Rapids",IJA Database
73,0:01:34.00,"Michael Mazur, Bryan Nguyen, Sean O'Brien, Nick Eaton",M,Unknown,20/07/2013,"IJA, Bowling Green",IJA Database
75,0:01:34.50,"Bob, Gordon Cornell, Paul Arneberg, Mike Swan",M,Unknown,20/07/2010,"IJA, Nevada",https://dev.juggle.org/history/champs/champs2010.php
76,0:01:37.00,"Jonny Langholz, Daniel Rose, Colin Kulstud, Colin Revere",M,Unknown,18/07/2006,"IJA, Portland, Oregon",https://dev.juggle.org/history/champs/champs2006.php
77,0:01:42.90,"Kirt Albrecht, Tony Malikowski, Jack Hirschowitz",M,Unknown,15/07/2017,"IJA, Cedar Rapids",IJA Database
78,0:01:45.00,"Anders Kierulf, Danny Tomaro, Andrew Swan, Mike Monson",M,Unknown,18/07/2006,"IJA, Portland, Oregon",https://dev.juggle.org/history/champs/champs2006.php
79,0:01:45.50,"Ian O'Donnell, Gerry Daher, Nick Showman, Adam Eckman",M,Unknown,25/07/2015,"IJA, Quebec",IJA Database
80,0:01:47.20,"Kevin Beargie, Phillip Garee, Todd Warner, Brendan McCarthy",M,Unknown,19/07/2005,"IJA, Davenport, Iowa",https://dev.juggle.org/history/champs/champs2005.php
81,0:01:50.50,"Josh Jarosz, Erick Mori-Quimper, Derek Hahn, Michael Mazur",M,Unknown,21/07/2012,"IJA, Winston-Salem",IJA Database
82,0:01:50.60,"Michael Mazur, Scott Geyman, Mike DeSalvo, Nicholas Eaton",M,Unknown,20/07/2011,"IJA, Rochester",IJA Database
83,0:01:52.30,"Dominic DiMarro, Seamus Whitford, Brendan McGreal, Bryce Polito",M,Unknown,25/07/2015,"IJA, Quebec",IJA Database
84,0:02:14.50,"S. Rogal, K. McGrath, M. Stockhausen, A. Wyszynski",M,Unknown,13/07/2004,"IJA, Buffalo",https://dev.juggle.org/history/champs/champs2004.php
85,0:02:57.80,"Vincent Kaseman, Joshua Black, Caleb Black, Izaak Jolin",M,Unknown,24/07/2018,"IJA, Springfield",IJA Database
86,0:03:06.00,"Barry Goldmeier, Bill Coad",M,Unknown,18/07/2006,"IJA, Portland, Oregon",https://dev.juggle.org/history/champs/champs2006.php
